municipality,year,sex,age_group,population,education_level,unemployment_rate,employment_rate
Kommun_56,2023,Female,20-24,1462,High,3,90.9
Kommun_56,2023,Male,16-19,1531,High,7.8,85.8
Kommun_56,2023,Male,20-24,1443,Medium,13.2,80.7
Kommun_57,2018,Female,16-19,1474,Medium,13.4,82.6
Kommun_57,2018,Female,20-24,1501,High,10.7,84
Kommun_57,2018,Male,16-19,1500,Medium,19.1,80.5
Kommun_57,2018,Male,20-24,1552,Low,21.1,72.7
Kommun_57,2019,Female,16-19,1520,Low,18.5,80.2
Kommun_57,2019,Female,20-24,1498,Medium,14.6,83.4
Kommun_57,2019,Male,16-19,1499,Low,18.4,73.4
Kommun_57,2019,Male,20-24,1457,Low,15.2,78.7
Kommun_57,2020,Female,16-19,1463,Low,19.2,78.8
Kommun_57,2020,Female,20-24,1536,Low,23,72
Kommun_57,2020,Male,16-19,1460,Medium,10.2,86.6
Kommun_57,2020,Male,20-24,1547,Low,15.7,78.3
Kommun_57,2021,Female,16-19,1497,Low,15.8,78.2
Kommun_57,2021,Female,20-24,1506,Medium,10.8,87.6
Kommun_57,2021,Male,16-19,1567,Low,17.2,77.1
Kommun_57,2021,Male,20-24,1502,Medium,15.2,82.1
Kommun_57,2022,Female,16-19,1480,Low,15.8,77.2
Kommun_57,2022,Female,20-24,1490,High,8.4,85
Kommun_57,2022,Male,16-19,1545,High,7.6,86
Kommun_57,2022,Male,20-24,1560,Low,18.3,73.5
Kommun_57,2023,Female,16-19,1534,Medium,13.4,79.6
Kommun_57,2023,Female,20-24,1475,Medium,10.3,85.7
Kommun_57,2023,Male,16-19,1481,Medium,14,79.1
Kommun_57,2023,Male,20-24,1558,Low,14,77.9
Kommun_58,2018,Female,16-19,1522,Low,20.8,71.2
Kommun_58,2018,Female,20-24,1490,Medium,16.7,78.8
Kommun_58,2018,Male,16-19,1514,Low,18,76.4
Kommun_58,2018,Male,20-24,1500,Low,16.4,77.4
Kommun_58,2019,Female,16-19,1474,High,8,86
Kommun_58,2019,Female,20-24,1512,High,6.4,89.8
Kommun_58,2019,Male,16-19,1473,Medium,14.6,78.4
Kommun_58,2019,Male,20-24,1545,Medium,9.6,82.5
Kommun_58,2020,Female,16-19,1524,Medium,11.1,87.2
Kommun_58,2020,Female,20-24,1423,Medium,17.4,75.4
Kommun_58,2020,Male,16-19,1447,Medium,15.4,77.9
Kommun_58,2020,Male,20-24,1503,High,5.2,90.4
Kommun_58,2021,Female,16-19,1491,Low,22.9,71.4
Kommun_58,2021,Female,20-24,1499,Low,15,81.5
Kommun_58,2021,Male,16-19,1510,Medium,11.6,80.8
Kommun_58,2021,Male,20-24,1543,High,8.8,83.9
Kommun_58,2022,Female,16-19,1516,Low,18.6,77.6
Kommun_58,2022,Female,20-24,1473,Medium,12.3,85.8
Kommun_58,2022,Male,16-19,1473,Low,13.4,82.8
Kommun_58,2022,Male,20-24,1498,Low,17,82.5
Kommun_58,2023,Female,16-19,1518,High,11.2,84.8
Kommun_58,2023,Female,20-24,1468,High,7.4,88.9
Kommun_58,2023,Male,16-19,1546,Medium,13.9,80.3
Kommun_58,2023,Male,20-24,1544,Low,18,78.8
Kommun_59,2018,Female,16-19,1515,High,9.7,84.7
Kommun_59,2018,Female,20-24,1559,Medium,9,88.2
Kommun_59,2018,Male,16-19,1465,High,9.3,82.9
Kommun_59,2018,Male,20-24,1556,Medium,6.2,86.8
Kommun_59,2019,Female,16-19,1578,Medium,16,80.7
Kommun_59,2019,Female,20-24,1466,Low,14.5,80.7
Kommun_59,2019,Male,16-19,1468,Medium,8.2,86.9
Kommun_59,2019,Male,20-24,1474,Low,18.7,78.5
Kommun_59,2020,Female,16-19,1486,Low,23,72.1
Kommun_59,2020,Female,20-24,1491,Medium,8,84.9
Kommun_59,2020,Male,16-19,1483,Medium,13.4,80.7
Kommun_59,2020,Male,20-24,1561,Medium,11.6,85.1
Kommun_59,2021,Female,16-19,1505,Low,21.6,71.8
Kommun_59,2021,Female,20-24,1504,High,13.3,84.5
Kommun_59,2021,Male,16-19,1499,Low,21.3,75.9
Kommun_59,2021,Male,20-24,1473,Medium,9.3,86.5
Kommun_59,2022,Female,16-19,1457,High,7.5,87
Kommun_59,2022,Female,20-24,1505,Medium,10.6,87
Kommun_59,2022,Male,16-19,1506,Low,25.7,69.5
Kommun_59,2022,Male,20-24,1520,Medium,8.3,87
Kommun_59,2023,Female,16-19,1519,Medium,12.9,79.4
Kommun_59,2023,Female,20-24,1474,Medium,9.4,81.5
Kommun_59,2023,Male,16-19,1509,Medium,13.2,78.4
Kommun_59,2023,Male,20-24,1472,Medium,7.7,87.4
Kommun_60,2018,Female,16-19,1484,Medium,16.6,76.4
Kommun_60,2018,Female,20-24,1507,Medium,12.4,84.3
Kommun_60,2018,Male,16-19,1506,Medium,12.6,82.8
Kommun_60,2018,Male,20-24,1477,Medium,8.4,87.2
Kommun_60,2019,Female,16-19,1469,Low,22.3,70.9
Kommun_60,2019,Female,20-24,1502,High,4.1,90.8
Kommun_60,2019,Male,16-19,1462,Medium,9,85.8
Kommun_60,2019,Male,20-24,1488,Medium,12.7,84
Kommun_60,2020,Female,16-19,1425,Medium,15.4,82.6
Kommun_60,2020,Female,20-24,1512,Medium,15,79.3
Kommun_60,2020,Male,16-19,1547,Medium,7.5,88.6
Kommun_60,2020,Male,20-24,1558,Medium,19,77.1
Kommun_60,2021,Female,16-19,1536,Medium,13.9,82.5
Kommun_60,2021,Female,20-24,1518,Low,16.9,77.8
Kommun_60,2021,Male,16-19,1477,Medium,13.1,78.5
Kommun_60,2021,Male,20-24,1485,High,6.7,90.9
Kommun_60,2022,Female,16-19,1523,Low,19.1,74.8
Kommun_60,2022,Female,20-24,1458,Medium,14.7,78
Kommun_60,2022,Male,16-19,1498,High,7.9,84.2
Kommun_60,2022,Male,20-24,1501,Low,18.6,76.5
Kommun_60,2023,Female,16-19,1487,Low,16.7,78.4
Kommun_60,2023,Female,20-24,1529,Medium,10,87.1
Kommun_60,2023,Male,16-19,1496,High,3.8,92.5
Kommun_60,2023,Male,20-24,1414,Medium,17.5,76.1
Kommun_61,2018,Female,16-19,1449,Low,15.3,79
Kommun_61,2018,Female,20-24,1487,Low,19.1,75.5
Kommun_61,2018,Male,16-19,1501,Low,17.3,73.9
Kommun_61,2018,Male,20-24,1537,Medium,14.2,77.1
Kommun_61,2019,Female,16-19,1500,Medium,11.8,85.2
Kommun_61,2019,Female,20-24,1512,Low,15.5,75.6
Kommun_61,2019,Male,16-19,1519,High,11.2,83.6
Kommun_61,2019,Male,20-24,1535,Medium,13.2,85.5
Kommun_61,2020,Female,16-19,1466,High,8.5,87.7
Kommun_61,2020,Female,20-24,1486,High,8.7,86.3
Kommun_61,2020,Male,16-19,1471,Low,15.8,80
Kommun_61,2020,Male,20-24,1512,Low,20.1,77.1
Kommun_61,2021,Female,16-19,1482,Low,17.5,80.7
Kommun_61,2021,Female,20-24,1559,Low,23.5,72.3
Kommun_61,2021,Male,16-19,1449,Low,17.4,78.7
Kommun_61,2021,Male,20-24,1441,Low,19.6,73.8
Kommun_61,2022,Female,16-19,1465,Medium,13.2,83.7
Kommun_61,2022,Female,20-24,1484,Medium,13.5,84.2
Kommun_61,2022,Male,16-19,1526,Medium,10.7,83.7
Kommun_61,2022,Male,20-24,1546,Medium,10.9,85.5
Kommun_61,2023,Female,16-19,1552,Medium,11.6,82.2
Kommun_61,2023,Female,20-24,1490,High,5.4,90.7
Kommun_61,2023,Male,16-19,1553,High,6.3,88
Kommun_61,2023,Male,20-24,1481,Medium,13.3,85.7
Kommun_62,2018,Female,16-19,1511,Low,19.6,78.2
Kommun_62,2018,Female,20-24,1502,Low,16.7,78.2
Kommun_62,2018,Male,16-19,1470,Low,18.1,82.3
Kommun_62,2018,Male,20-24,1539,Low,18.6,77.5
Kommun_62,2019,Female,16-19,1536,High,11,85.4
Kommun_62,2019,Female,20-24,1536,Medium,9.5,88.6
Kommun_62,2019,Male,16-19,1489,Medium,10.9,86.1
Kommun_62,2019,Male,20-24,1497,Low,14.8,82.4
Kommun_62,2020,Female,16-19,1540,High,10.4,85.9
Kommun_62,2020,Female,20-24,1567,Medium,5.1,91.7
Kommun_62,2020,Male,16-19,1546,High,7,91.5
Kommun_62,2020,Male,20-24,1594,High,7.1,87.6
Kommun_62,2021,Female,16-19,1482,High,14.5,84.4
Kommun_62,2021,Female,20-24,1423,Low,19.3,74.4
Kommun_62,2021,Male,16-19,1528,Low,18.6,79.5
Kommun_62,2021,Male,20-24,1537,Medium,11,86.3
Kommun_62,2022,Female,16-19,1532,Low,18,77.6
Kommun_62,2022,Female,20-24,1514,Medium,5.1,92.9
Kommun_62,2022,Male,16-19,1465,Medium,12.7,83.5
Kommun_62,2022,Male,20-24,1523,Low,15.3,82
Kommun_62,2023,Female,16-19,1524,High,5.1,89.6
Kommun_62,2023,Female,20-24,1455,Medium,10,84.9
Kommun_62,2023,Male,16-19,1467,Medium,14.1,79.7
Kommun_62,2023,Male,20-24,1556,Medium,8,84.8
Kommun_63,2018,Female,16-19,1515,Medium,11.8,85.5
Kommun_63,2018,Female,20-24,1557,Low,18.3,74.7
Kommun_63,2018,Male,16-19,1443,High,8.6,88.4
Kommun_63,2018,Male,20-24,1496,Medium,11.4,83.8
Kommun_63,2019,Female,16-19,1473,Low,18.7,76.8
Kommun_63,2019,Female,20-24,1467,Low,18.4,75
Kommun_63,2019,Male,16-19,1460,High,8.5,86.8
Kommun_63,2019,Male,20-24,1546,High,4,89.3
Kommun_63,2020,Female,16-19,1500,Medium,14.4,81
Kommun_63,2020,Female,20-24,1467,Low,21.3,74.5
Kommun_63,2020,Male,16-19,1449,Medium,11.7,82.5
Kommun_63,2020,Male,20-24,1489,High,4.9,92.5
Kommun_63,2021,Female,16-19,1542,High,9.5,88.9
Kommun_63,2021,Female,20-24,1507,Medium,12.5,80.2
Kommun_63,2021,Male,16-19,1485,Medium,18.3,79
Kommun_63,2021,Male,20-24,1515,Medium,11.3,84
Kommun_63,2022,Female,16-19,1531,Medium,14.6,82.9
Kommun_63,2022,Female,20-24,1545,Low,8.1,89.7
Kommun_63,2022,Male,16-19,1470,Low,10.8,82
Kommun_63,2022,Male,20-24,1507,Low,19.1,80.2
Kommun_63,2023,Female,16-19,1593,Low,22.1,71.8
Kommun_63,2023,Female,20-24,1555,Medium,15,81.6
Kommun_63,2023,Male,16-19,1458,Medium,8.6,86.7
Kommun_63,2023,Male,20-24,1501,Medium,16.4,79.9
Kommun_64,2018,Female,16-19,1479,High,6.7,87.8
Kommun_64,2018,Female,20-24,1535,High,4,92.2
Kommun_64,2018,Male,16-19,1432,Medium,15.6,82
Kommun_64,2018,Male,20-24,1465,Low,17.3,77.5
Kommun_64,2019,Female,16-19,1472,Low,17.2,77.2
Kommun_64,2019,Female,20-24,1502,High,7.4,87.3
Kommun_64,2019,Male,16-19,1562,Medium,16.6,76.1
Kommun_64,2019,Male,20-24,1440,Low,17,78.4
Kommun_64,2020,Female,16-19,1548,High,10.2,84.2
Kommun_64,2020,Female,20-24,1510,Low,17.5,78.7
Kommun_64,2020,Male,16-19,1570,High,7.2,91.1
Kommun_64,2020,Male,20-24,1473,High,5.2,93.8
Kommun_64,2021,Female,16-19,1520,Medium,9.6,83.5
Kommun_64,2021,Female,20-24,1455,High,5.6,87.3
Kommun_64,2021,Male,16-19,1480,High,7.4,85.5
Kommun_64,2021,Male,20-24,1480,Medium,17.2,77.6
Kommun_64,2022,Female,16-19,1485,Medium,8.9,86.2
Kommun_64,2022,Female,20-24,1480,Low,17.2,78.6
Kommun_64,2022,Male,16-19,1484,High,6.9,87.4
Kommun_64,2022,Male,20-24,1521,Medium,13.6,80.2
Kommun_64,2023,Female,16-19,1513,Medium,12.1,84
Kommun_64,2023,Female,20-24,1405,Low,18.1,77
Kommun_64,2023,Male,16-19,1520,Medium,12.9,80.2
Kommun_64,2023,Male,20-24,1468,Low,19.5,75.5
Kommun_65,2018,Female,16-19,1444,Low,20.4,76.6
Kommun_65,2018,Female,20-24,1472,Low,21.9,74.9
Kommun_65,2018,Male,16-19,1475,High,4.9,87.8
Kommun_65,2018,Male,20-24,1516,High,9.5,82
Kommun_65,2019,Female,16-19,1560,Medium,9.6,84.4
Kommun_65,2019,Female,20-24,1523,Low,14.9,81
Kommun_65,2019,Male,16-19,1491,Low,20.7,73.2
Kommun_65,2019,Male,20-24,1492,Low,21.7,75
Kommun_65,2020,Female,16-19,1520,Low,18.3,74.9
Kommun_65,2020,Female,20-24,1554,Low,21.2,71.9
Kommun_65,2020,Male,16-19,1567,Low,20.6,73.1
Kommun_65,2020,Male,20-24,1440,High,5.5,89.5
Kommun_65,2021,Female,16-19,1509,Medium,14.4,78.7
Kommun_65,2021,Female,20-24,1539,Low,23.1,72.8
Kommun_65,2021,Male,16-19,1511,Medium,7.3,87.9
Kommun_65,2021,Male,20-24,1523,Medium,12.4,83.5
Kommun_65,2022,Female,16-19,1497,High,6.1,84.2
Kommun_65,2022,Female,20-24,1426,High,6.9,88.5
Kommun_65,2022,Male,16-19,1547,Medium,13.2,80.8
Kommun_65,2022,Male,20-24,1489,Medium,18.6,76.5
Kommun_65,2023,Female,16-19,1527,High,7.9,87.4
Kommun_65,2023,Female,20-24,1455,Low,12.6,78.1
Kommun_65,2023,Male,16-19,1578,High,11.3,85.6
Kommun_65,2023,Male,20-24,1493,Low,20.3,73.9
Kommun_66,2018,Female,16-19,1438,Medium,10.8,81
Kommun_66,2018,Female,20-24,1474,Low,13.1,84.6
Kommun_66,2018,Male,16-19,1471,High,10.6,85.2
Kommun_66,2018,Male,20-24,1491,High,5.1,91.1
Kommun_66,2019,Female,16-19,1515,Medium,12.1,81.9
Kommun_66,2019,Female,20-24,1482,Low,22.2,73.3
Kommun_66,2019,Male,16-19,1474,Low,14.2,82.1
Kommun_66,2019,Male,20-24,1538,Medium,21,71.3
Kommun_66,2020,Female,16-19,1493,Low,12.9,84.1
Kommun_66,2020,Female,20-24,1540,Medium,13.8,78.7
Kommun_66,2020,Male,16-19,1469,Medium,7.5,88.3
Kommun_66,2020,Male,20-24,1463,Low,19.4,75.1
Kommun_66,2021,Female,16-19,1562,Medium,12.6,82.3
Kommun_66,2021,Female,20-24,1522,High,7.5,87.4
Kommun_66,2021,Male,16-19,1539,High,6.5,87.3
Kommun_66,2021,Male,20-24,1500,Medium,10.7,86.6
Kommun_66,2022,Female,16-19,1561,Low,18.6,78.1
Kommun_66,2022,Female,20-24,1498,Medium,12.1,82.3
Kommun_66,2022,Male,16-19,1498,Low,13.9,78.9
Kommun_66,2022,Male,20-24,1504,Low,22,72.4
Kommun_66,2023,Female,16-19,1487,Low,19.5,78.9
Kommun_66,2023,Female,20-24,1491,Low,17.2,76.7
Kommun_66,2023,Male,16-19,1540,High,7.3,87
Kommun_66,2023,Male,20-24,1481,Medium,6.2,90.6
Kommun_67,2018,Female,16-19,1507,Low,18.6,78.6
Kommun_67,2018,Female,20-24,1544,High,7.3,91
Kommun_67,2018,Male,16-19,1520,Low,20.5,74.2
Kommun_67,2018,Male,20-24,1418,Medium,11.3,83.3
Kommun_67,2019,Female,16-19,1478,Low,22.5,74.5
Kommun_67,2019,Female,20-24,1593,Low,17,79.2
Kommun_67,2019,Male,16-19,1517,Low,15.6,75.9
Kommun_67,2019,Male,20-24,1571,Low,21.2,73.3
Kommun_67,2020,Female,16-19,1522,Medium,13.1,82.6
Kommun_67,2020,Female,20-24,1514,Medium,8.6,86.9
Kommun_67,2020,Male,16-19,1504,Medium,11.6,81.6
Kommun_67,2020,Male,20-24,1507,Medium,8.4,83.3
Kommun_67,2021,Female,16-19,1534,Medium,9,90.6
Kommun_67,2021,Female,20-24,1469,High,11.5,84.4
Kommun_67,2021,Male,16-19,1581,Low,15.7,79.2
Kommun_67,2021,Male,20-24,1464,High,10.5,89.2
Kommun_67,2022,Female,16-19,1505,Medium,12.8,83.8
Kommun_67,2022,Female,20-24,1446,Medium,8.9,84.2
Kommun_67,2022,Male,16-19,1464,Low,16.9,77.6
Kommun_67,2022,Male,20-24,1537,Low,22,72.9
Kommun_67,2023,Female,16-19,1507,Medium,11.4,82.7
Kommun_67,2023,Female,20-24,1554,Medium,13.5,82.1
Kommun_67,2023,Male,16-19,1596,Medium,7.5,86
Kommun_67,2023,Male,20-24,1524,Low,18.6,72.8
Kommun_68,2018,Female,16-19,1497,Medium,9.6,83.4
Kommun_68,2018,Female,20-24,1493,Medium,6.2,89
Kommun_68,2018,Male,16-19,1459,High,9,85.7
Kommun_68,2018,Male,20-24,1577,Medium,12,82.1
Kommun_68,2019,Female,16-19,1549,Medium,9,80.3
Kommun_68,2019,Female,20-24,1515,High,3,88.8
Kommun_68,2019,Male,16-19,1529,Medium,12.7,84
Kommun_68,2019,Male,20-24,1529,Low,16.2,77.3
Kommun_68,2020,Female,16-19,1531,Medium,10.1,82.8
Kommun_68,2020,Female,20-24,1490,Low,17.9,76.4
Kommun_68,2020,Male,16-19,1529,Low,16.9,76.9
Kommun_68,2020,Male,20-24,1540,Low,17.2,80.3
Kommun_68,2021,Female,16-19,1518,Low,23.3,68.8
Kommun_68,2021,Female,20-24,1466,Medium,12.4,81.5
Kommun_68,2021,Male,16-19,1484,Medium,10.4,87.8
Kommun_68,2021,Male,20-24,1553,Medium,3.7,94.1
Kommun_68,2022,Female,16-19,1496,Low,22.5,72
Kommun_68,2022,Female,20-24,1489,High,4.8,91.4
Kommun_68,2022,Male,16-19,1478,Low,14.9,82
Kommun_68,2022,Male,20-24,1502,Medium,10.6,87.3
Kommun_68,2023,Female,16-19,1512,Low,15.7,78.6
Kommun_68,2023,Female,20-24,1490,Medium,11.9,80.8
Kommun_68,2023,Male,16-19,1465,High,8.8,88.8
Kommun_68,2023,Male,20-24,1493,High,4.6,86.8
Kommun_69,2018,Female,16-19,1516,Medium,18.5,77.4
Kommun_69,2018,Female,20-24,1537,Medium,16.9,75.9
Kommun_69,2018,Male,16-19,1420,Low,18.8,77.9
Kommun_69,2018,Male,20-24,1538,Low,20,76.8
Kommun_69,2019,Female,16-19,1462,Medium,14,79
Kommun_69,2019,Female,20-24,1547,Low,19.7,76.8
Kommun_69,2019,Male,16-19,1529,Low,16,79.4
Kommun_69,2019,Male,20-24,1492,Medium,10.4,81.7
Kommun_69,2020,Female,16-19,1517,Low,21.5,71.4
Kommun_69,2020,Female,20-24,1503,Medium,16.4,79.9
Kommun_69,2020,Male,16-19,1495,Low,13,83.9
Kommun_69,2020,Male,20-24,1478,Medium,8,86.8
Kommun_69,2021,Female,16-19,1466,Low,18.7,75.7
Kommun_69,2021,Female,20-24,1430,High,5.6,88.4
Kommun_69,2021,Male,16-19,1468,Medium,13.5,80.7
Kommun_69,2021,Male,20-24,1520,Low,21.8,76.6
Kommun_69,2022,Female,16-19,1452,Low,15.1,83.1
Kommun_69,2022,Female,20-24,1549,Low,22.5,75.7
Kommun_69,2022,Male,16-19,1500,Low,14.5,81.2
Kommun_69,2022,Male,20-24,1533,High,7.5,85.6
Kommun_69,2023,Female,16-19,1533,Low,14.7,77.9
Kommun_69,2023,Female,20-24,1513,Low,14.8,82.1
Kommun_69,2023,Male,16-19,1404,High,18.4,77.7
Kommun_69,2023,Male,20-24,1481,Medium,11.7,86.1
Kommun_70,2018,Female,16-19,1536,High,9.5,85.1
Kommun_70,2018,Female,20-24,1505,Low,18.1,76.7
Kommun_70,2018,Male,16-19,1490,High,6.4,89
Kommun_70,2018,Male,20-24,1498,Medium,13.1,84.5
Kommun_70,2019,Female,16-19,1448,Medium,14.6,80.9
Kommun_70,2019,Female,20-24,1584,High,9.6,85
Kommun_70,2019,Male,16-19,1548,Medium,6.7,89.5
Kommun_70,2019,Male,20-24,1476,High,12,82
Kommun_70,2020,Female,16-19,1476,Low,21.1,74.1
Kommun_70,2020,Female,20-24,1443,Medium,10.7,83.7
Kommun_70,2020,Male,16-19,1490,Medium,11.2,83.4
Kommun_70,2020,Male,20-24,1519,High,11.5,82.5
Kommun_70,2021,Female,16-19,1508,Low,15.6,78.2
Kommun_70,2021,Female,20-24,1500,Low,14.5,76.1
Kommun_70,2021,Male,16-19,1542,High,7.1,87.8
Kommun_70,2021,Male,20-24,1480,High,6.2,90.2
Kommun_70,2022,Female,16-19,1539,Medium,10.7,84.6
Kommun_70,2022,Female,20-24,1465,Low,14.2,78.2
Kommun_70,2022,Male,16-19,1523,Low,22.5,71.7
Kommun_70,2022,Male,20-24,1445,Medium,13.3,77.7
Kommun_70,2023,Female,16-19,1488,Low,16.9,79.3
Kommun_70,2023,Female,20-24,1411,Low,13.2,80.8
Kommun_70,2023,Male,16-19,1477,Medium,15.3,78.5
Kommun_70,2023,Male,20-24,1438,High,14.4,82
Kommun_71,2018,Female,16-19,1522,Low,20.6,75
Kommun_71,2018,Female,20-24,1492,High,3.8,92.1
Kommun_71,2018,Male,16-19,1457,Medium,8.5,85.3
Kommun_71,2018,Male,20-24,1489,High,11.9,82.8
Kommun_71,2019,Female,16-19,1551,Low,14.3,80.7
Kommun_71,2019,Female,20-24,1503,Medium,7.5,86.1
Kommun_71,2019,Male,16-19,1520,Low,22,69.6
Kommun_71,2019,Male,20-24,1451,Low,17.7,77.7
Kommun_71,2020,Female,16-19,1504,Low,12.9,84.7
Kommun_71,2020,Female,20-24,1486,Medium,7.2,85.2
Kommun_71,2020,Male,16-19,1453,High,15.5,81.8
Kommun_71,2020,Male,20-24,1473,Low,16.5,80.7
Kommun_71,2021,Female,16-19,1453,High,9.3,85.7
Kommun_71,2021,Female,20-24,1446,Low,16.5,80.1
Kommun_71,2021,Male,16-19,1558,Low,17.8,76.4
Kommun_71,2021,Male,20-24,1507,Medium,13,83
Kommun_71,2022,Female,16-19,1546,Low,16.7,77.6
Kommun_71,2022,Female,20-24,1555,Medium,13.7,81
Kommun_71,2022,Male,16-19,1493,Medium,10.6,87.6
Kommun_71,2022,Male,20-24,1512,Low,16.2,80.6
Kommun_71,2023,Female,16-19,1505,Medium,11,83.5
Kommun_71,2023,Female,20-24,1486,Medium,14.9,78.7
Kommun_71,2023,Male,16-19,1525,Medium,14.9,81
Kommun_71,2023,Male,20-24,1501,Low,20.1,72.3
Kommun_72,2018,Female,16-19,1538,Low,17.2,75.3
Kommun_72,2018,Female,20-24,1442,Low,21.3,71.5
Kommun_72,2018,Male,16-19,1502,Low,21.6,74.8
Kommun_72,2018,Male,20-24,1540,High,8.8,89.7
Kommun_72,2019,Female,16-19,1552,Low,23.4,72.6
Kommun_72,2019,Female,20-24,1543,Medium,11.7,80
Kommun_72,2019,Male,16-19,1493,Low,16.8,79.7
Kommun_72,2019,Male,20-24,1536,Medium,10.1,86.3
Kommun_72,2020,Female,16-19,1495,Low,12.1,85.6
Kommun_72,2020,Female,20-24,1479,Medium,13.2,83.9
Kommun_72,2020,Male,16-19,1463,Medium,9.7,83.9
Kommun_72,2020,Male,20-24,1462,High,8.3,87.6
Kommun_72,2021,Female,16-19,1575,Low,14.2,81.5
Kommun_72,2021,Female,20-24,1546,Medium,12.3,83.5
Kommun_72,2021,Male,16-19,1497,Medium,8.9,87.3
Kommun_72,2021,Male,20-24,1488,Low,17.5,78.1
Kommun_72,2022,Female,16-19,1549,Low,19.7,75.3
Kommun_72,2022,Female,20-24,1463,Medium,14.4,78
Kommun_72,2022,Male,16-19,1556,Low,19.9,73.2
Kommun_72,2022,Male,20-24,1493,Medium,10.1,87.1
Kommun_72,2023,Female,16-19,1457,Low,19.9,79.3
Kommun_72,2023,Female,20-24,1498,High,10.6,85
Kommun_72,2023,Male,16-19,1483,Medium,10.4,83.7
Kommun_72,2023,Male,20-24,1501,Low,17.9,74.6
Kommun_73,2018,Female,16-19,1464,Low,19.5,75.4
Kommun_73,2018,Female,20-24,1464,Low,18.2,76.3
Kommun_73,2018,Male,16-19,1519,Medium,8.5,84.3
Kommun_73,2018,Male,20-24,1463,Medium,14.1,82.1
Kommun_73,2019,Female,16-19,1509,Low,11.1,86.8
Kommun_73,2019,Female,20-24,1575,Low,15.4,76.4
Kommun_73,2019,Male,16-19,1525,Low,22.3,72
Kommun_73,2019,Male,20-24,1546,High,8.3,90.7
Kommun_73,2020,Female,16-19,1442,Low,16.2,77.9
Kommun_73,2020,Female,20-24,1513,Medium,13.6,83.1
Kommun_73,2020,Male,16-19,1524,Medium,13.9,80.1
Kommun_73,2020,Male,20-24,1456,Medium,16.5,76.1
Kommun_73,2021,Female,16-19,1547,Low,17,80.1
Kommun_73,2021,Female,20-24,1462,Low,19.7,77.8
Kommun_73,2021,Male,16-19,1467,Medium,11,83.5
Kommun_73,2021,Male,20-24,1468,Medium,11.5,86.5
Kommun_73,2022,Female,16-19,1597,Medium,11,84.4
Kommun_73,2022,Female,20-24,1529,Medium,13.4,82.1
Kommun_73,2022,Male,16-19,1499,Medium,14.5,79.1
Kommun_73,2022,Male,20-24,1495,Medium,16.4,79
Kommun_73,2023,Female,16-19,1492,Low,18.6,72.8
Kommun_73,2023,Female,20-24,1426,Low,16.1,76.8
Kommun_73,2023,Male,16-19,1526,Medium,10.6,87.7
Kommun_73,2023,Male,20-24,1518,High,12.7,82.4
Kommun_74,2018,Female,16-19,1466,Medium,14,84.5
Kommun_74,2018,Female,20-24,1569,Low,17.7,73.6
Kommun_74,2018,Male,16-19,1461,Medium,12.3,80.6
Kommun_74,2018,Male,20-24,1481,Low,19.4,73.7
Kommun_74,2019,Female,16-19,1473,High,11.8,80.3
Kommun_74,2019,Female,20-24,1473,Medium,15.2,79.2
Kommun_74,2019,Male,16-19,1507,High,7.1,90.2
Kommun_74,2019,Male,20-24,1522,Low,16.2,77.8
Kommun_74,2020,Female,16-19,1496,Low,22,72.5
Kommun_74,2020,Female,20-24,1474,Medium,12.9,85
Kommun_74,2020,Male,16-19,1437,High,5.8,89.3
Kommun_74,2020,Male,20-24,1543,Low,16.8,78.7
Kommun_74,2021,Female,16-19,1577,High,11.1,86.4
Kommun_74,2021,Female,20-24,1423,High,7.4,84.8
Kommun_74,2021,Male,16-19,1478,Medium,15.6,81.4
Kommun_74,2021,Male,20-24,1569,Medium,5.8,91.9
Kommun_74,2022,Female,16-19,1518,High,9.3,85.3
Kommun_74,2022,Female,20-24,1419,Medium,10.7,82.8
Kommun_74,2022,Male,16-19,1472,Medium,10.8,84.6
Kommun_74,2022,Male,20-24,1567,Medium,13.7,77.6
Kommun_74,2023,Female,16-19,1482,Medium,13,82.5
Kommun_74,2023,Female,20-24,1563,Low,14.1,82.3
Kommun_74,2023,Male,16-19,1481,Low,21.4,70.2
Kommun_74,2023,Male,20-24,1500,Medium,6.7,89.4
Kommun_75,2018,Female,16-19,1471,Medium,14.1,82
Kommun_75,2018,Female,20-24,1477,Medium,13.1,82.6
Kommun_75,2018,Male,16-19,1522,Medium,9.2,86.2
Kommun_75,2018,Male,20-24,1507,Low,16.6,79
Kommun_75,2019,Female,16-19,1535,Medium,10.7,86.8
Kommun_75,2019,Female,20-24,1467,Low,21.4,73.6
Kommun_75,2019,Male,16-19,1456,Medium,9.1,87.2
Kommun_75,2019,Male,20-24,1530,Medium,12,77.9
Kommun_75,2020,Female,16-19,1492,High,3,94.5
Kommun_75,2020,Female,20-24,1480,Medium,13.9,82.7
Kommun_75,2020,Male,16-19,1481,Medium,13.3,80.8
Kommun_75,2020,Male,20-24,1526,High,7,86
Kommun_75,2021,Female,16-19,1557,Low,17,77.9
Kommun_75,2021,Female,20-24,1538,Low,14.2,79.9
Kommun_75,2021,Male,16-19,1527,Medium,11.2,81.8
Kommun_75,2021,Male,20-24,1506,Medium,14.3,82.1
Kommun_75,2022,Female,16-19,1506,High,8.6,85.3
Kommun_75,2022,Female,20-24,1465,Medium,12.6,82.9
Kommun_75,2022,Male,16-19,1456,Medium,11.3,84.5
